artista	danceability	duration	enery	key	liveness	loudness	mode	speechiness	tempo	time_signature	genre
d	c	c	c	d	c	c	d	c	c	d	d	d
Fluke	0.306821	573.28	0.900793	6	0.088309	-9.168	1	0.038888	113.229	4	electronic	
Amon Tobin	0.464974	192.2	0.780256	8	0.350182	-7.064	1	0.032304	81.989	4	electronic	
Bomb the Bass	0.611616	253.62667	0.677321	10	0.078965	-10.805	0	0.05028	127.004	4	electronic	
Leftfield	0.467608	195.28	0.388476	0	0.331919	-16.022	1	0.060554	107.996	4	electronic	
Basement Jaxx	0.637093	224.70667	0.883189	2	0.17815	-6.043	1	0.028661	125.345	4	electronic	
The Future Sound of London	0.301269	388.8805	0.33319	1	0.100906	-14.983	1	0.034059	133.055	4	electronic	
808 State	0.547896	261.2	0.904514	7	0.178086	-10.484	1	0.042107	122.466	4	electronic	
Mouse on Mars	0.424747	428.77333	0.195994	5	0.098762	-17.948	0	0.061679	151.787	4	electronic	
Leftfield	0.644213	247.2	0.900798	4	0.194795	-7.109	0	0.096029	172.011	4	electronic	
The Chemical Brothers	0.498048	291.30667	0.572422	4	0.165379	-9.807	1	0.027857	136.919	4	electronic	
Red Snapper	0.735796	301.17333	0.798504	1	0.057147	-10.586	1	0.065628	103.982	4	electronic	
Polygon Window	0.666452	359.93333	0.895281	10	0.129631	-11.379	0	0.057973	183.452	4	electronic	
Air	0.396964	299.37333	0.628169	0	0.104515	-4.799	1	0.030686	111.893	4	electronic	
Fun Lovin' Criminals	0.685243	213.02667	0.691296	2	0.630893	-6.597	1	0.080004	87.834	4	electronic	
Wiseguys	0.487711	244.53333	0.325007	0	0.103691	-11.832	0	0.029452	124.09	4	electronic	
Swayzak	0.791519	286.53333	0.645392	0	0.35208	-10.41	1	0.087509	126.009	4	electronic	
The Orb	0.623058	363.98667	0.822609	8	0.380626	-8.309	1	0.033877	119.985	4	electronic	
Polygon Window	0.599884	320.62667	0.674496	11	0.320545	-15.931	0	0.073943	136.104	4	electronic	
Rinrse	0.739195	321.44	0.933362	2	0.251437	-5.435	1	0.042155	123.829	4	electronic	
Fun Lovin' Criminals	0.572341	264.89333	0.466205	9	0.121035	-11.026	1	0.050091	171.756	4	electronic	
Roni Size	0.745118	67.16	0.885254	8	0.100154	-12.67	0	0.057635	169.86	4	electronic	
Orbital	0.675216	576.27238	0.653727	7	0.812671	-17.552	1	0.052541	127.01	4	electronic	
Paul Oakenfold	0.63148	249.09333	0.807513	1	0.188893	-7.805	1	0.039109	135.021	4	electronic	
Underworld	0.641889	503.14667	0.931071	7	0.106862	-8.825	1	0.037938	126.959	4	electronic	
Flukes	0.792259	413.53846	0.662678	0	0.091269	-6.969	1	0.047843	130.006	4	electronic	
Moloko	0.708746	222.10667	0.721542	9	0.088566	-10.15	0	0.105145	127.982	4	electronic	
Morcheeba	0.714751	290.85333	0.705248	1	0.098351	-5.573	0	0.036047	85.994	4	electronic	
Mirwais	0.680143	342.2	0.87435	7	0.049801	-6.121	0	0.062129	119.248	4	electronic	
The Chemical Brothers	0.760359	260.78667	0.798753	11	0.422226	-7.664	0	0.048215	119.969	4	electronic	
Orbital	0.315236	354.22667	0.877646	6	0.257957	-9.574	0	0.038447	129.983	4	electronic	
Lemon Jelly	0.445553	552.62667	0.850203	2	0.116723	-9.552	1	0.059204	120.982	4	electronic	
Cabaret Voltaire	0.783426	250.63955	0.768139	7	0.026509	-13.229	1	0.09726	104.927	4	electronic	
Death in Vegas	0.453973	177.84	0.842894	9	0.332589	-4.078	1	0.037104	133.264	4	electronic	
Primal Scream	0.511286	227.85333	0.801483	11	0.277292	-5.467	0	0.041721	131.896	4	electronic	
Leftfield	0.644213	247.2	0.900798	4	0.194795	-7.109	0	0.096029	172.011	4	electronic	
The Crystal Method	0.67672	234.57333	0.902783	4	0.26943	-5.899	0	0.041218	120.011	4	electronic	
Amorphous Androgynous	0.207293	207.58667	0.468055	0	0.152836	-11.937	1	0.038339	130.519	4	electronic	
Polygon Window	0.482591	284.50667	0.318285	10	0.094394	-14.715	1	0.066791	114.303	4	electronic	
4hero	0.585769	294.86667	0.424337	0	0.124161	-13.291	0	0.03546	159.926	4	electronic	
Autechre	0.749723	360.8	0.809898	10	0.174274	-9.04	0	0.068541	120.017	4	electronic	
Moby	0.564008	210.53333	0.627573	0	0.426156	-7.635	0	0.028696	94.991	4	electronic	
Groove Armada	0.749962	261.26667	0.473846	10	0.067414	-7.879	1	0.032356	91.211	4	electronic	
FC Kahuna	0.555373	407.97333	0.329124	5	0.669343	-9.188	1	0.027876	140.038	4	electronic	
Orbital	0.66283	328.64517	0.791471	0	0.095313	-7.749	0	0.029535	129.987	4	electronic	
Moby	0.40979	361.88154	0.527438	2	0.154679	-9.349	1	0.028372	91.983	4	electronic	
Red Snapper	0.487817	421.90667	0.715747	9	0.094798	-10.649	0	0.030457	175.835	1	electronic	
The Future Sound of London	0.550099	405.35075	0.574999	8	0.132583	-14.882	1	0.044606	124.87	4	electronic	
The Chemical Brothers	0.63019	290.94667	0.941973	2	0.158007	-3.961	1	0.052768	126.971	4	electronic	
Zero 7	0.560426	271.81333	0.346079	5	0.104274	-12.215	1	0.026228	79.007	4	electronic	
Layo & Bushwacka!	0.804386	344.29333	0.976946	4	0.125217	-8.784	0	0.058506	124.002	4	electronic	
Leftfield	0.702618	421.6	0.702098	10	0.121452	-10.408	1	0.040371	129.859	4	electronic	
Orbital	0.483133	376.90667	0.788972	5	0.151183	-9.402	1	0.034091	110.034	4	electronic	
UNKLE	0.516071	316.26667	0.882947	11	0.604429	-6.661	1	0.042624	104.978	4	electronic	
Fluke	0.542687	348.82667	0.959917	11	0.606188	-8.666	0	0.047895	125.047	4	electronic	
Orbital	0.610648	627.24	0.780688	11	0.078415	-10.602	0	0.042925	129.979	4	electronic	
Recoil	0.487228	331.86667	0.865827	6	0.094223	-6.419	0	0.049073	76.884	4	electronic	
Amon Tobin	0.588058	325.86667	0.512491	0	0.166371	-10.163	1	0.046555	166.024	4	electronic	
Susumu Yokota	0.746762	410.10667	0.70847	6	0.083869	-8.962	0	0.036438	109.972	4	electronic	
Moby	0.40979	361.88154	0.527438	2	0.154679	-9.349	1	0.028372	91.983	4	electronic	
Underworld	0.680796	453.98621	0.818096	9	0.063026	-9.814	1	0.044764	120.033	4	electronic	
Ulrich Schnauss	0.268534	349.02667	0.534961	1	0.076974	-11.825	0	0.033812	152.055	4	electronic	
Propellerheads	0.603897	317.28	0.995407	0	0.34168	-5.588	0	0.057519	128.038	4	electronic	
Luke Vibert	0.618787	369.97288	0.340421	9	0.236774	-7.795	1	0.043437	95.037	3	electronic	
Juno Reactor	0.535612	541.13333	0.817215	4	0.072723	-13.674	0	0.037304	134.293	4	electronic	
Banco de Gaia	0.408476	377.58667	0.515469	2	0.690815	-10.472	1	0.025292	87.998	4	electronic	
Orbital	0.576632	272.90667	0.853179	8	0.106925	-10.733	0	0.036205	147.995	4	electronic	
Basement Jaxx	0.75314	263.05333	0.788954	8	0.32458	-7.469	0	0.027401	126.008	4	electronic	
Tosca	0.353302	297.21333	0.383792	5	0.093809	-12.62	1	0.032421	126.731	4	electronic	
Propellerheads	0.603897	317.28	0.995407	0	0.34168	-5.588	0	0.057519	128.038	4	electronic	
Fluke	0.306821	573.28	0.900793	6	0.088309	-9.168	1	0.038888	113.229	4	electronic	
Groove Armada	0.410183	243.61796	0.532355	7	0.092165	-4.446	1	0.034777	122.221	4	electronic	
The KLF	0.620782	216.6	0.913149	10	0.42947	-10.327	0	0.050853	111.456	4	electronic	
Freestylers	0.692862	288.71719	0.958493	10	0.329991	-5.637	0	0.040451	128.023	4	electronic	
Fatboy Slim	0.718688	164.77333	0.872477	9	0.308867	-5.347	1	0.049796	159.941	4	electronic	
Coldcut	0.744057	270.73333	0.685024	6	0.146322	-12.2	1	0.045303	125.035	4	electronic	
Pogo	0.581855	193.65456	0.667684	1	0.353677	-9.689	1	0.127911	164.977	4	electronic	
The Dust Brothers	0.248767	141.78667	0.651477	9	0.257799	-10.232	1	0.046635	165.022	4	electronic	
Pendulum	0.432223	252.96	0.969147	1	0.385362	-3.131	1	0.059927	174.031	4	electronic	
Lemon Jelly	0.56167	403.49283	0.788077	5	0.507584	-6.988	1	0.05754	185.982	4	electronic	
Nearly God	0.773919	414.10467	0.343621	4	0.120507	-14.986	0	0.040162	122.085	4	electronic	
Lo Fidelity Allstars	0.662618	339.24	0.868211	10	0.048534	-9.624	0	0.112218	100.481	4	electronic	
Rinrse	0.826039	390.42667	0.630491	9	0.099723	-6.141	0	0.044728	129.91	4	electronic	
Faithless	0.737869	464.85333	0.902381	1	0.507368	-6.771	1	0.04529	126.004	4	electronic	
Bran Van 3000	0.662974	356.56	0.824397	6	0.10456	-5.14	0	0.068896	143.01	4	electronic	
Underworld	0.744996	514.76	0.675408	5	0.095032	-14.153	0	0.034198	130.002	4	electronic	
Apollo 440	0.306179	269.93333	0.364209	6	0.181361	-13.84	0	0.046099	80.206	4	electronic	
Orbital	0.576977	567.10667	0.72887	11	0.184041	-14.376	0	0.031873	126.988	4	electronic	
The Egg	0.535714	469.86671	0.617301	5	0.101109	-10.572	1	0.028354	99.978	4	electronic	
Wax Tailor	0.71734	164.10667	0.734644	9	0.189212	-5.005	1	0.0984	82.946	4	electronic	
Ils	0.515526	278.72667	0.782199	4	0.085921	-7.662	0	0.035678	155.99	4	electronic	
Morcheeba	0.558936	249.56	0.476796	11	0.221434	-9.465	0	0.02641	168.104	4	electronic	
Fatboy Slim	0.598343	235.38068	0.984745	7	0.519841	-5.459	1	0.284771	152.588	4	electronic	
Death in Vegas	0.298384	270.24	0.673814	7	0.079032	-7.709	1	0.034371	130.751	4	electronic	
Ryksopp	0.883272	302.26667	0.368073	9	0.100186	-10.892	0	0.04477	128.109	4	electronic	
Planet Funk	0.583708	233.04	0.781813	9	0.353036	-7.524	0	0.03109	127.985	4	electronic	
Juno Reactor	0.521644	608.93333	0.771037	10	0.102606	-8.986	0	0.067947	136.971	4	electronic	
Leftfield	0.644213	247.2	0.900798	4	0.194795	-7.109	0	0.096029	172.011	4	electronic	
I Monster	0.593139	273.50667	0.510947	1	0.414818	-12.602	1	0.030399	95.745	4	electronic	
Massive Attack	0.559531	381.66667	0.454948	1	0.219083	-11.221	0	0.03044	168.081	4	electronic	
The Orb	0.599224	355.17333	0.820794	0	0.88003	-9.219	1	0.080891	164.976	4	electronic	
Leftfield	0.467608	195.28	0.388476	0	0.331919	-16.022	1	0.060554	107.996	4	electronic	
The Prodigy	0.718294	402.46667	0.949257	11	0.110492	-5.998	0	0.136167	104.048	4	electronic	
FC Kahuna	0.555373	407.97333	0.329124	5	0.669343	-9.188	1	0.027876	140.038	4	electronic	
Meat Beat Manifesto	0.698772	274.47365	0.733367	7	0.107144	-8.663	1	0.053575	114.009	4	electronic	
The Future Sound of London	0.158795	174.20354	0.09763	11	0.100415	-26.488	1	0.037183	132.898	1	electronic	
William Orbit	0.620795	280.76	0.637453	1	0.113113	-12.885	1	0.032834	114.745	4	electronic	
Moby	0.547104	317.2	0.603576	6	0.854774	-14.26	0	0.036997	100.943	4	electronic	
Underworld	0.640713	417.69288	0.574258	5	0.12723	-11.089	0	0.038025	140.012	4	electronic	
Groove Armada	0.697789	393.36	0.503897	8	0.190983	-8.496	1	0.027585	136.016	4	electronic	
The Future Sound of London	0.727297	360.28	0.441938	1	0.283863	-18.6	1	0.078425	128.986	4	electronic	
Utah Saints	0.547856	382.86667	0.969298	11	0.122972	-9.028	0	0.045613	133.859	4	electronic	
Bran Van 3000	0.741555	235.29333	0.506357	7	0.213356	-9.894	1	0.038824	126.101	4	electronic	
The Future Sound of London	0.546843	347.10667	0.578536	11	0.701535	-12.448	1	0.040933	115.988	4	electronic	
Tom Middleton	0.536156	372.97333	0.450181	3	0.130074	-15.323	0	0.040326	159.99	4	electronic	
Groove Armada	0.625902	478.89333	0.827971	5	0.189941	-9.361	1	0.042896	163.992	4	electronic	
Aphex Twin	0.81523	303.92	0.564017	1	0.066928	-8.358	0	0.065682	101.005	4	electronic	
Junkie XL	0.457277	216.34667	0.780982	2	0.27379	-13.028	1	0.041735	79.995	4	electronic	
Timo Maas	0.695074	211.01333	0.649143	11	0.227524	-7.433	0	0.190456	158.047	4	electronic	
Timo Maas	0.503463	169.54667	0.830923	9	0.132407	-8.652	1	0.073952	114.737	4	electronic	
Apollo 440	0.584023	298.4	0.698041	0	0.108656	-7.16	1	0.040064	138.279	4	electronic	
The Chemical Brothers	0.604585	354.6034	0.594079	7	0.174261	-9.288	1	0.026347	124.005	4	electronic	
Lemon Jelly	0.56167	403.49283	0.788077	5	0.507584	-6.988	1	0.05754	185.982	4	electronic	
Underworld	0.687214	412.70667	0.710506	8	0.042509	-7.91	1	0.03963	130.006	4	electronic	
Zero 7	0.560426	271.81333	0.346079	5	0.104274	-12.215	1	0.026228	79.007	4	electronic	
Fluke	0.306821	573.28	0.900793	6	0.088309	-9.168	1	0.038888	113.229	4	electronic	
Leftfield	0.702618	421.6	0.702098	10	0.121452	-10.408	1	0.040371	129.859	4	electronic	
Empirion	0.615397	464.17288	0.795934	0	0.458372	-8.991	1	0.066169	139.859	4	electronic	
Basement Jaxx	0.59316	240.06667	0.912777	0	0.222678	-5.467	1	0.030389	127.862	4	electronic	
The KLF	0.620782	216.6	0.913149	10	0.42947	-10.327	0	0.050853	111.456	4	electronic	
Moby	0.60572	295.46667	0.110725	2	0.104826	-14.684	1	0.033531	90.136	4	electronic	
Tlpopmusik	0.686848	278.61333	0.680051	1	0.089917	-13.353	1	0.043609	114.007	4	electronic	
FC Kahuna	0.555373	407.97333	0.329124	5	0.669343	-9.188	1	0.027876	140.038	4	electronic	
Fatboy Slim	0.532884	387.70667	0.860562	4	0.672936	-8.088	0	0.119488	124.713	4	electronic	
The Grid	0.666656	238.76	0.958132	2	0.068876	-7.823	1	0.03983	134.82	4	electronic	
Apollo 440	0.306179	269.93333	0.364209	6	0.181361	-13.84	0	0.046099	80.206	4	electronic	
Lemon Jelly	0.445553	552.62667	0.850203	2	0.116723	-9.552	1	0.059204	120.982	4	electronic	
Utah Saints	0.584143	279.37333	0.974962	6	0.294774	-4.838	0	0.074564	136.861	4	electronic	
The Future Sound of London	0.550099	405.35075	0.574999	8	0.132583	-14.882	1	0.044606	124.87	4	electronic	
The Orb	0.623058	363.98667	0.822609	8	0.380626	-8.309	1	0.033877	119.985	4	electronic	
Orbital	0.358368	294.82667	0.828774	0	0.125598	-7.042	1	0.156832	74.984	4	electronic	
The Orb	0.709289	445.54667	0.918176	10	0.681356	-8.771	0	0.052266	106.701	4	electronic	
Rinrse	0.701523	429.76	0.749175	9	0.291375	-7.428	1	0.071469	128.984	4	electronic	
Morcheeba	0.558936	249.56	0.476796	11	0.221434	-9.465	0	0.02641	168.104	4	electronic	
System 7	0.609861	472.31955	0.693734	5	0.165809	-5.567	1	0.029458	109.994	4	electronic	
Freestylers	0.692862	288.71719	0.958493	10	0.329991	-5.637	0	0.040451	128.023	4	electronic	
Junkie XL	0.521407	128.0	0.893501	2	0.110824	-9.597	1	0.085901	133.718	4	electronic	
The Crystal Method	0.531116	255.26667	0.945845	10	0.093377	-3.78	0	0.060003	181.993	4	electronic	
Monkey Mafia	0.820894	239.5512	0.786735	5	0.62209	-7.622	0	0.06465	99.213	4	electronic	
Boards of Canada	0.3177	303.41333	0.621207	11	0.043741	-10.776	1	0.042744	167.956	4	electronic	
Four Tet	0.611676	302.22667	0.566465	8	0.38762	-8.973	0	0.03741	89.982	4	electronic	
FC Kahuna	0.395584	295.64	0.684186	4	0.121463	-7.944	1	0.0396	89.976	4	electronic	
Orbital	0.358368	294.82667	0.828774	0	0.125598	-7.042	1	0.156832	74.984	4	electronic	
Basement Jaxx	0.682111	259.50667	0.958109	5	0.143602	-3.653	0	0.067995	124.933	4	electronic	
Apollo 440	0.49557	287.64	0.872897	6	0.099201	-4.532	0	0.055977	167.005	4	electronic	
Orbital	0.576977	567.10667	0.72887	11	0.184041	-14.376	0	0.031873	126.988	4	electronic	
Basement Jaxx	0.59316	240.06667	0.912777	0	0.222678	-5.467	1	0.030389	127.862	4	electronic	
Moby	0.564008	210.53333	0.627573	0	0.426156	-7.635	0	0.028696	94.991	4	electronic	
Underworld	0.641889	503.14667	0.931071	7	0.106862	-8.825	1	0.037938	126.959	4	electronic	
Fatboy Slim	0.598343	235.38068	0.984745	7	0.519841	-5.459	1	0.284771	152.588	4	electronic	
Meat Beat Manifesto	0.591953	305.73333	0.78772	6	0.367738	-14.364	1	0.049215	124.175	4	electronic	
Ryksopp	0.5066	286.58839	0.855724	9	0.696361	-6.865	0	0.04197	93.052	4	electronic	
The KLF	0.620782	216.6	0.913149	10	0.42947	-10.327	0	0.050853	111.456	4	electronic	
Orbital	0.66283	328.64517	0.791471	0	0.095313	-7.749	0	0.029535	129.987	4	electronic	
Moby	0.547104	317.2	0.603576	6	0.854774	-14.26	0	0.036997	100.943	4	electronic	
Booming Tendency	0.660881	252.05333	0.808521	2	0.256921	-4.804	0	0.026862	92.016	4	electronic	
Moby	0.511623	238.50667	0.772565	9	0.07601	-8.133	0	0.056032	99.955	4	electronic	
Mirwais	0.52918	229.56	0.714392	2	0.393019	-5.693	0	0.057507	173.731	4	electronic	
William Orbit	0.699358	157.4	0.513415	7	0.091594	-13.452	0	0.054994	90.674	4	electronic	
Fluke	0.593434	471.57333	0.607534	1	0.328622	-12.712	1	0.034479	122.919	4	electronic	
Lemon Jelly	0.643503	272.94667	0.827898	6	0.113287	-5.703	1	0.032589	120.99	4	electronic	
Leftfield	0.598179	426.85465	0.948934	0	0.107623	-8.655	1	0.042492	120.019	4	electronic	
Hybrid	0.658408	439.22667	0.807243	0	0.450895	-8.975	1	0.040224	108.012	4	electronic	
Orbital	0.675216	576.27238	0.653727	7	0.812671	-17.552	1	0.052541	127.01	4	electronic	
Death in Vegas	0.535143	452.6	0.45411	7	0.117282	-10.531	1	0.0457	108.055	4	electronic	
Lo Fidelity Allstars	0.662618	339.24	0.868211	10	0.048534	-9.624	0	0.112218	100.481	4	electronic	
The Crystal Method	0.345372	329.86667	0.750071	5	0.097111	-6.262	1	0.109846	172.071	4	electronic	
Mekon	0.605212	185.74667	0.986688	11	0.070546	-5.02	0	0.138779	127.952	4	electronic	
Orbital	0.675216	576.27238	0.653727	7	0.812671	-17.552	1	0.052541	127.01	4	electronic	
Dirty Vegas	0.789576	430.62481	0.854334	9	0.273963	-8.527	0	0.07062	126.984	4	electronic	
Leftfield	0.702618	421.6	0.702098	10	0.121452	-10.408	1	0.040371	129.859	4	electronic	
The Shamen	0.723371	286.06667	0.659246	9	0.114571	-15.924	0	0.1013	127.454	4	electronic	
Long Range	0.782202	198.87497	0.710099	11	0.072538	-7.389	1	0.071999	139.982	4	electronic	
Death in Vegas	0.588836	226.6	0.484324	6	0.118045	-7.685	1	0.02915	96.002	4	electronic	
Stereo MC's	0.650796	226.06667	0.888098	1	0.200468	-8.731	0	0.044257	100.734	4	electronic	
Moby	0.547104	317.2	0.603576	6	0.854774	-14.26	0	0.036997	100.943	4	electronic	
Junkie XL	0.718013	400.16	0.986403	10	0.388219	-5.089	0	0.091926	129.865	4	electronic	
Lionrock	0.30504	229.36	0.805716	2	0.360481	-15.203	1	0.201335	189.547	4	electronic	
Death in Vegas	0.486182	344.33329	0.679015	4	0.074359	-7.743	1	0.027163	100.002	4	electronic	
Death in Vegas	0.535143	452.6	0.45411	7	0.117282	-10.531	1	0.0457	108.055	4	electronic	
Coldcut	0.744057	270.73333	0.685024	6	0.146322	-12.2	1	0.045303	125.035	4	electronic	
Leftfield	0.662383	266.89016	0.547227	5	0.053414	-12.829	1	0.05926	139.898	4	electronic	
Propellerheads	0.715421	441.42667	0.844609	6	0.148858	-6.924	1	0.062489	119.884	4	electronic	
Underworld	0.680796	453.98621	0.818096	9	0.063026	-9.814	1	0.044764	120.033	4	electronic	
Leftfield	0.467608	195.28	0.388476	0	0.331919	-16.022	1	0.060554	107.996	4	electronic	
Aphex Twin	0.539411	309.82721	0.602018	0	0.098011	-11.19	1	0.095641	119.979	4	electronic	
Apollo 440	0.49557	287.64	0.872897	6	0.099201	-4.532	0	0.055977	167.005	4	electronic	
Andrea Parker	0.523726	292.25333	0.572032	10	0.164992	-6.421	0	0.03639	99.415	4	electronic	
Voodoo Child	0.600155	374.0	0.719027	0	0.081106	-7.913	1	0.038018	131.026	4	electronic	
Apollo 440	0.471081	205.8	0.965269	3	0.251225	-4.489	1	0.058257	155.065	4	electronic	
Howie B	0.755216	543.13333	0.44897	9	0.134002	-15.376	0	0.10127	95.731	4	electronic	
Les Rythmes Digitales	0.872907	226.84	0.813639	11	0.180126	-7.36	0	0.063836	141.82	4	electronic	
Gorillaz	0.662731	340.92	0.693894	10	0.069801	-8.627	0	0.1716	167.964	4	electronic	
Death in Vegas	0.535143	452.6	0.45411	7	0.117282	-10.531	1	0.0457	108.055	4	electronic	
Leftfield	0.662383	266.89016	0.547227	5	0.053414	-12.829	1	0.05926	139.898	4	electronic	
The BPA	0.71388	203.41333	0.831516	10	0.052767	-4.452	0	0.24987	163.788	4	electronic	
Moby	0.60572	295.46667	0.110725	2	0.104826	-14.684	1	0.033531	90.136	4	electronic	
The Chemical Brothers	0.760359	260.78667	0.798753	11	0.422226	-7.664	0	0.048215	119.969	4	electronic	
The Chemical Brothers	0.760359	260.78667	0.798753	11	0.422226	-7.664	0	0.048215	119.969	4	electronic	
St. Germain	0.814364	322.02667	0.380359	5	0.082634	-13.307	0	0.035266	102.994	4	electronic	
Orbital	0.315236	354.22667	0.877646	6	0.257957	-9.574	0	0.038447	129.983	4	electronic	
DJ Spooky	0.567598	333.42621	0.611834	7	0.335562	-8.655	1	0.037027	169.979	4	electronic	
Timo Maas	0.79864	507.69333	0.895942	5	0.032004	-6.063	0	0.075882	128.992	4	electronic	
Underworld	0.744996	514.76	0.675408	5	0.095032	-14.153	0	0.034198	130.002	4	electronic	
The Chemical Brothers	0.593359	256.04	0.935884	8	0.178079	-8.163	0	0.037373	134.963	4	electronic	
Basement Jaxx	0.75314	263.05333	0.788954	8	0.32458	-7.469	0	0.027401	126.008	4	electronic	
William Orbit	0.574329	217.49333	0.526351	11	0.119027	-15.208	0	0.026368	130.689	4	electronic	
Underworld	0.567064	261.02667	0.849735	10	0.095578	-13.166	1	0.03815	140.081	4	electronic	
808 State	0.547896	261.2	0.904514	7	0.178086	-10.484	1	0.042107	122.466	4	electronic	
Bonobo	0.710995	243.78095	0.836002	2	0.157272	-9.156	0	0.045199	99.984	4	electronic	
Death in Vegas	0.465245	289.97333	0.781134	7	0.084848	-10.986	1	0.164672	82.001	4	electronic	
Red Snapper	0.641059	281.54757	0.688081	11	0.123426	-9.616	0	0.041473	100.966	4	electronic	
Dirty Vegas	0.800674	212.52	0.47754	2	0.224859	-9.233	1	0.043757	119.986	4	electronic	
Sneaker Pimps	0.628536	262.93333	0.718572	1	0.539714	-8.46	1	0.086236	134.553	4	electronic	
Faithless	0.717756	215.91664	0.873912	7	0.147538	-6.114	1	0.029719	127.082	4	electronic	
The Crystal Method	0.345372	329.86667	0.750071	5	0.097111	-6.262	1	0.109846	172.071	4	electronic	
Fischerspooner	0.751804	280.86667	0.71418	0	0.170736	-8.955	1	0.055292	134.037	4	electronic	
Death in Vegas	0.738956	307.53333	0.760138	8	0.138455	-5.491	1	0.035619	127.987	4	electronic	
Bomb the Bass	0.664376	365.02063	0.851851	8	0.070899	-7.819	1	0.040683	128.01	4	electronic	
I Monster	0.811179	147.37497	0.795079	4	0.733917	-4.682	1	0.042603	102.05	4	electronic	
The Crystal Method	0.345372	329.86667	0.750071	5	0.097111	-6.262	1	0.109846	172.071	4	electronic	
Audio Bullys	0.634954	226.57333	0.957342	9	0.263016	-2.485	1	0.120945	124.012	4	electronic	
The Grid	0.666656	238.76	0.958132	2	0.068876	-7.823	1	0.03983	134.82	4	electronic	
Groove Armada	0.625902	478.89333	0.827971	5	0.189941	-9.361	1	0.042896	163.992	4	electronic	
Fila Brazillia	0.718923	279.73333	0.189179	7	0.338745	-22.303	1	0.064535	92.035	3	electronic	
Kraak & Smaak	0.783699	399.00698	0.782229	5	0.07526	-7.416	0	0.047784	121.0	4	electronic	
Swayzak	0.583281	431.62667	0.675005	1	0.071617	-8.997	1	0.035321	86.896	4	electronic	
Kosheen	0.581362	325.16	0.957537	4	0.106408	-5.735	0	0.039816	125.989	4	electronic	
Fatboy Slim	0.375166	685.42667	0.607364	2	0.168586	-9.174	1	0.120595	124.749	4	electronic	
Nightmares on Wax	0.697821	379.53288	0.522197	1	0.14503	-13.087	0	0.052828	161.946	4	electronic	
Underworld	0.652712	490.66667	0.631958	4	0.135333	-9.604	0	0.026993	124.993	4	electronic	
Coldcut	0.516233	359.38667	0.679338	10	0.167268	-8.394	0	0.031974	83.003	4	electronic	
Lamb	0.429224	291.33333	0.860517	10	0.945789	-7.626	0	0.15112	153.106	4	electronic	
Plump DJs	0.662957	408.23995	0.966879	9	0.604625	-2.899	1	0.058335	133.991	4	electronic	
Kid Loco	0.738118	328.97333	0.864871	1	0.09102	-6.896	0	0.041075	125.997	4	electronic	
Stereo MC's	0.778287	253.10667	0.925049	0	0.064044	-7.471	1	0.045749	120.204	4	electronic	
Kosheen	0.669187	251.24	0.668657	8	0.111776	-5.214	1	0.056392	169.989	4	electronic	
Polygon Window	0.482591	284.50667	0.318285	10	0.094394	-14.715	1	0.066791	114.303	4	electronic	
Faithless	0.454513	462.36	0.642315	1	0.295736	-10.055	0	0.113457	168.223	4	electronic	
Ultramarine	0.672039	309.21333	0.750528	4	0.087653	-13.172	1	0.063639	92.423	4	electronic	
-Ziq	0.474342	400.79846	0.677971	10	0.101211	-8.039	1	0.070282	119.001	4	electronic	
Orbital	0.610648	627.24	0.780688	11	0.078415	-10.602	0	0.042925	129.979	4	electronic	
Lionrock	0.67692	344.6	0.693599	1	0.435127	-12.938	1	0.043193	110.02	4	electronic	
Agent Provocateur	0.5278	191.46667	0.905508	4	0.065937	-5.713	0	0.065027	100.335	4	electronic	
Lo Fidelity Allstars	0.529763	358.73333	0.813876	11	0.9363	-10.231	1	0.084518	97.974	4	electronic	
Squarepusher	0.60985	387.42667	0.955569	7	0.111115	-9.355	1	0.06145	94.969	4	electronic	
Basement Jaxx	0.697426	239.65333	0.916267	10	0.2742	-5.29	0	0.179076	120.998	4	electronic	
Propellerheads	0.715421	441.42667	0.844609	6	0.148858	-6.924	1	0.062489	119.884	4	electronic	
Junkie XL	0.521407	128.0	0.893501	2	0.110824	-9.597	1	0.085901	133.718	4	electronic	
Plastikman	0.76215	476.01193	0.134264	8	0.107125	-20.669	1	0.046543	122.001	4	electronic	
Moby	0.547104	317.2	0.603576	6	0.854774	-14.26	0	0.036997	100.943	4	electronic	
Moby	0.417108	334.2	0.70675	9	0.094454	-4.977	1	0.03334	120.053	4	electronic	
Armand Van Helden	0.751748	399.54667	0.874537	10	0.164822	-5.374	0	0.066335	127.988	4	electronic	
The Chemical Brothers	0.606343	294.02662	0.977441	1	0.179026	-3.642	1	0.05998	109.41	4	electronic	
Utah Saints	0.596516	344.25333	0.874036	0	0.091419	-6.86	1	0.027435	126.867	4	electronic	
The Sabres of Paradise	0.278468	344.81333	0.555169	7	0.379326	-8.871	0	0.035125	152.564	4	electronic	
Underworld	0.652712	490.66667	0.631958	4	0.135333	-9.604	0	0.026993	124.993	4	electronic	
Meat Beat Manifesto	0.353352	112.42667	0.390714	0	0.373298	-20.897	0	0.074383	185.051	4	electronic	
Dirty Vegas	0.789576	430.62481	0.854334	9	0.273963	-8.527	0	0.07062	126.984	4	electronic	
The Orb	0.709289	445.54667	0.918176	10	0.681356	-8.771	0	0.052266	106.701	4	electronic	
